condition,seed,generation,name,label,detail
vanilla,9,91,CMS_DL_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,92,ACME_DM_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,93,CMS_DL_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,96,CMS_DL_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,99,CMS_DL_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,106,CMS_DL_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,107,CMS_DL_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,111,CTP_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,117,MA_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,118,MOSA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,121,MA_OS_Optimizer,runtime_error,IndexError: index 2 is out of bounds for axis 1 with size 2
vanilla,9,125,CGGLS_Optimizer,import_violation,scipy.special is currently not allowed to be imported in this framework.
vanilla,9,130,OT_DCMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,147,NCG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,158,IGCE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,159,MA_CRS_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,165,SHQN_CMA_Optimizer,import_violation,scipy.optimize is currently not allowed to be imported in this framework.
vanilla,9,171,O_CMA_SSC_Optimizer,code_generation,"invalid syntax (<unknown>, line 91)"
vanilla,9,174,OTH_CMA_Optimizer,runtime_error,IndexError: index 2 is out of bounds for axis 1 with size 2
vanilla,9,176,AHES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,178,SHACMA_DE_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,212,MAHB_DE_Optimizer,runtime_error,UnboundLocalError: cannot access local variable 'B' where it is not associated with a value
vanilla,9,218,IGSO_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,220,OTB_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,222,MA_OSE_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,223,APS_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,226,AMA_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,227,AD_MOS_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,231,AOD_CMA_Optimizer,runtime_error,IndexError: index 2 is out of bounds for axis 1 with size 2
vanilla,9,238,ADM_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,245,SH_CMA_SDE,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,256,CMSB_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,270,SH_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,275,OT_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,276,OTHO_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,277,AMA_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,284,AOB_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,289,AP_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,290,DGHS_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,295,GEM_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,296,SHAD_CMA_LS_Optimizer,runtime_error,IndexError: index 2 is out of bounds for axis 0 with size 2
vanilla,9,297,GA_QNES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,298,SHAM_CMA_Optimizer,runtime_error,IndexError: index 2 is out of bounds for axis 0 with size 2
vanilla,9,301,AP_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,302,DG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,303,DH_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,304,AP_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,305,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,310,SAMF_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,311,AP_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,312,AP_CMA_Optimizer,import_violation,scipy.linalg is currently not allowed to be imported in this framework.
vanilla,9,317,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,319,DB_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,320,ML_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,321,AP_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,323,IPG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,333,DE_G_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,338,SAM_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,339,SHADE_TM_Optimizer,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
vanilla,9,342,GFRD_Optimizer,runtime_error,IndexError: index 4 is out of bounds for axis 0 with size 4
vanilla,9,351,DE_CMA_Hybrid_Optimizer,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
vanilla,9,359,IPG_CMA_Optimizer,code_generation,"expected 'else' after 'if' expression (<unknown>, line 103)"
vanilla,9,381,HLS_APR_DE,unclassified_success,ok
vanilla,9,385,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,398,IPG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,404,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,405,DECH_Optimizer,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
vanilla,9,409,IPG_CMA_Optimizer,runtime_error,IndexError: index 2 is out of bounds for axis 0 with size 2
vanilla,9,426,SW_QN_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,428,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,443,IPG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,447,RPG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,452,IPG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,453,AGS_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,458,IPG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,465,DSVE_Optimizer,runtime_error,IndexError: index 11 is out of bounds for axis 0 with size 11
vanilla,9,476,IPG_CMA_Optimizer,runtime_error,IndexError: index 2 is out of bounds for axis 1 with size 2
vanilla,9,477,IPG_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
vanilla,9,499,MODE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,5,ITGF_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,48,AOES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,51,CFLS_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,60,CFAOS_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,93,AHES_Optimizer,runtime_error,AttributeError: module 'numpy' has no attribute 'math'
neutral,0,98,HSAES_Optimizer,runtime_error,__init__ raised NameError: name 'floor' is not defined
neutral,0,103,RAM_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,104,DROM_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,105,AM_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,108,AR_MED_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,109,MA_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,110,AM_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,112,DAMES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,113,Hybrid_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,116,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,117,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,118,AP_DCMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,119,AH_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,120,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,121,DEDSP_Optimizer,runtime_error,AttributeError: module 'numpy' has no attribute 'math'
neutral,0,122,DG_ACMES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,123,HMA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,124,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,125,ACMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,126,AP_D_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,127,Biphasic_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,128,AH_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,129,AD_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,130,DE_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,131,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,133,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,134,DG_CA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,135,AHES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,137,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,138,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,140,AODS_Optimizer,interface_mismatch,__call__ failed: cannot unpack non-iterable float object
neutral,0,141,MADS_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,142,DM_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,143,PC_SRA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,144,H_AMPS_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,145,DG_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,148,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,149,ADGES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,150,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,151,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,152,BIP_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,154,ADES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,156,HMCMA_OS_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,157,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,159,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,160,AM_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,161,ADES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,162,AM_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,163,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,164,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,165,AHES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,166,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,168,HMC_ADM_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,170,AP_CMA_LD_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,171,H_MCMA_DM_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,172,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,173,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,175,AHES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,176,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,177,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,178,H_CMA_DE_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,180,DE_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,181,MA_CMA_ES_Optimizer,code_generation,"invalid syntax (<unknown>, line 30)"
neutral,0,182,ACMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,183,AM_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,184,MA_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,185,AD_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,187,AH_CMA_ES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,190,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,191,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,192,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,196,EBIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,197,AM_BIPOP_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,199,DME_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,200,EBIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,206,DME_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,207,BIPOP_T_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,208,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,209,DGH_BIPOP,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,210,Alpha_BIPOP_CMAES,import_violation,scipy.stats is currently not allowed to be imported in this framework.
neutral,0,213,EB_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,214,BIPOP_MA_CMA_ES,import_violation,scipy.optimize is currently not allowed to be imported in this framework.
neutral,0,215,BIPOP_SHSA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,216,E_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,218,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,220,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,221,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,222,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,223,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,225,E_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,226,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,228,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,229,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,231,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,233,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,234,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,236,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,237,EBIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,239,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,240,EBIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,244,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,248,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,249,DG_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,250,BIPOP_DSSA_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,252,BIPOP_MA_CMA_ES,runtime_error,__init__ raised RecursionError: maximum recursion depth exceeded
neutral,0,253,EB_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,254,AO_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,255,ADP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,260,Eagle_BIPOP_CMA_ES,runtime_error,AttributeError: module 'numpy' has no attribute 'math'
neutral,0,261,EDM_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,264,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,266,BIPOP_MA_CMA_ES,import_violation,scipy.linalg is currently not allowed to be imported in this framework.
neutral,0,267,APS_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,268,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,269,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,270,BIPOP_MA_CMA_ES,code_generation,"invalid syntax (<unknown>, line 33)"
neutral,0,272,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,275,APS_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,277,AMS_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,278,AO_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,279,DG_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,280,BIPOP_DDR_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,282,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,283,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,285,AdaptiveDualPath_CMAES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,286,BIPOP_DSCA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,289,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,290,BIPOP_AMPI_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,298,BIPOP_ADS_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,299,DA_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,304,DG_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,309,EB_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,311,PolarityAware_CMA_ES,runtime_error,IndexError: list index out of range
neutral,0,313,BIPOP_MA_CMA_ES,runtime_error,__init__ raised RecursionError: maximum recursion depth exceeded
neutral,0,316,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,317,ADP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,327,BIPOP_DGL_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,330,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,331,MESOR_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,332,DG_BIPOP_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,333,DG_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,334,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,337,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,338,DG_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,347,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,348,EB_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,349,BIPOP_DBC_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,350,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,351,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,353,DE_BIPOP_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,354,DEB_CMA,interface_mismatch,"__call__ failed: list indices must be integers or slices, not str"
neutral,0,355,ADS_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,356,AH_DE_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,357,AHES_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,359,SHADE_CMA_ES,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
neutral,0,360,DE_CMA_BIPOP,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,361,ARMS_Optimizer,runtime_error,AttributeError: module 'numpy' has no attribute 'math'
neutral,0,362,OSH_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,363,AP_DM_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,365,HG_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,367,AHP_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,370,BIPOP_DE_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,371,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,377,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,378,AG_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,379,EMA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,381,BIPOP_DE_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,383,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,385,BIPOP_MA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,388,DEGAS,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,389,H_CMA_ADEM,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,390,EI_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,392,DSH_CMA,runtime_error,IndexError: list index out of range
neutral,0,393,SHADE_CMA_Hybrid,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,394,AHP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,395,DE_CMA_ES_Hybrid,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,396,EMA_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,397,AH_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,401,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,402,ADC_BIPOP,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,403,APMA_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,407,DCADM,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,408,H_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,409,AHES_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,411,AH_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,412,CMA_HS,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,413,AP_DM_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,414,DM_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,416,AGR_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,417,EI_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,418,SA_DHE_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,419,Elitist_DRA_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,421,H_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,422,ADCME,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,423,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,424,DEG_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,425,APDR_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,426,EMA_BIPOP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,427,ADE_OMCA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,428,SHADE_CMA_Hybrid,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,429,BIPOP_ADPES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,430,DE_CMA_Optimizer,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,431,AH_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,432,DE_CMA_SH,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,434,AH_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,435,H_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,437,HDE_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,438,ADP_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,439,AH_CMA_ES,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,440,IG_BIPOP_ADE,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,441,BIPOP_DS_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
neutral,0,442,H_DE_CMA,runtime_error,RecursionError: maximum recursion depth exceeded
